event_id,card_number,lpn,lpn_cmp,lpn_camera_in,lpn_in_edited,lpn_camera_out,lpn_out_edited,service_id,service_name,owner_customer_id,org_unit_code,org_unit_name,pk_lot_id,pk_lot_name,entry_point_in_id,entry_point_in_name,lane_in_id,lane_in_name,entry_point_out_id,entry_point_out_name,lane_out_id,lane_out_name,direction_type,check_in_at_raw,check_out_at_raw,check_in_at,check_out_at,payment_type,use_voucher,wallet_balance_before_raw,wallet_balance_after_raw,total_topup_raw,bank_transfer_raw,parking_fee_raw,lost_card_fee_raw,promotion_amount_raw,promotion_vinfast_amount_raw,amount_due_raw,used_change_raw,open_mode_in,open_mode_out,check_in_lane_image_id,check_out_lane_image_id,history_state,description,area_id,computer_inid,computer_outid,haunt_id,haunt_name,vehicle_type,park_duration_ms,has_manual_edits,service_category,check_in_note,check_out_note,is_exception,created_by_user_id,created_by_username,last_modified_by_user_id,last_modified_by_username,created_at,last_modified_at,face_id_in,face_id_out,feature_vector_in,feature_vector_out,checkin_customer_id,checkout_customer_id,event_date,_dbt_loaded_at
2eb95632-92d1-9913-8847-77786d55da27,CARD806090,80A-97418,MATCH,,,,,SVC_02,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_015,Parking Lot 015,,Gate In 1,,Lane IN 5,,Gate Out 3,,Lane OUT 2,IN_OUT,,,2026-06-01 18:45:00,2026-06-01 23:32:00,CARD,False,,,,,,,,,,,AUTO,MANUAL,,,COMPLETED,,AREA_08,,,,,motorbike,17220000,False,STAFF,,,False,,,,,2026-06-01 18:45:00,2026-06-01 23:32:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
45be3391-860b-15d0-ee57-d81338cb1f9e,CARD686031,77A-58817,MATCH,,,,,SVC_02,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_04,Demo Org Unit,LOT_027,Parking Lot 027,,Gate In 3,,Lane IN 4,,Gate Out 2,,Lane OUT 1,IN_OUT,,,2026-06-01 07:59:00,2026-06-01 08:24:00,CARD,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_14,,,,,eBicycle,1500000,False,STANDARD,,,False,,,,,2026-06-01 07:59:00,2026-06-01 08:24:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
331a9a84-4ca5-ddbf-df72-715a4f777f49,CARD425284,15A-76800,MATCH,,,,,SVC_01,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_04,Demo Org Unit,LOT_026,Parking Lot 026,,Gate In 2,,Lane IN 1,,Gate Out 3,,Lane OUT 3,IN_OUT,,,2026-06-01 13:20:00,2026-06-01 14:32:00,MONTHLY_PASS,False,,,,,,,,,,,AUTO,MANUAL,,,COMPLETED,,AREA_13,,,,,car,4320000,False,STAFF,,,False,,,,,2026-06-01 13:20:00,2026-06-01 14:32:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
53d2314d-33ab-e09c-cf1d-3e998e8387a8,CARD506602,21A-25300,MATCH,,,,,SVC_02,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_04,Demo Org Unit,LOT_008,Parking Lot 008,,Gate In 3,,Lane IN 5,,Gate Out 1,,Lane OUT 2,IN_OUT,,,2026-06-01 13:47:00,2026-06-01 20:59:00,MONTHLY_PASS,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_04,,,,,truck,25920000,False,STANDARD,,,False,,,,,2026-06-01 13:47:00,2026-06-01 20:59:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
9722cd08-8c23-8292-d517-88d7ad94c00f,CARD523599,40A-73083,MATCH,,,,,SVC_03,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_032,Parking Lot 032,,Gate In 2,,Lane IN 5,,Gate Out 3,,Lane OUT 5,IN_OUT,,,2026-06-01 08:46:00,2026-06-01 11:59:00,MONTHLY_PASS,False,,,,,,,,,,,AUTO,AUTO,,,COMPLETED,,AREA_16,,,,,motorbike,11580000,False,STAFF,,,False,,,,,2026-06-01 08:46:00,2026-06-01 11:59:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
99a8eec2-a8b7-70af-1345-4a4945e6cf41,CARD924747,66A-87429,MATCH,,,,,SVC_05,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_04,Demo Org Unit,LOT_038,Parking Lot 038,,Gate In 1,,Lane IN 6,,Gate Out 2,,Lane OUT 6,IN_OUT,,,2026-06-01 13:57:00,2026-06-01 16:43:00,CARD,True,,,,,,,,,,,AUTO,AUTO,,,COMPLETED,,AREA_19,,,,,eMotorbike,9960000,False,STAFF,,,False,,,,,2026-06-01 13:57:00,2026-06-01 16:43:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
a77f08ed-aa1c-65a9-1788-6c881f602c0a,CARD128742,96A-32254,MATCH,,,,,SVC_04,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_03,Demo Org Unit,LOT_007,Parking Lot 007,,Gate In 2,,Lane IN 4,,Gate Out 2,,Lane OUT 4,IN_OUT,,,2026-06-01 16:44:00,2026-06-01 18:12:00,E_WALLET,True,,,,,,,,,,,AUTO,AUTO,,,COMPLETED,,AREA_04,,,,,truck,5280000,False,VIP,,,False,,,,,2026-06-01 16:44:00,2026-06-01 18:12:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
85bf03f2-31e6-fcae-b7bf-90abf99b48c0,CARD581650,44A-17462,MATCH,,,,,SVC_02,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_034,Parking Lot 034,,Gate In 2,,Lane IN 1,,Gate Out 2,,Lane OUT 2,IN_OUT,,,2026-06-01 18:45:00,2026-06-01 20:59:00,CARD,False,,,,,,,,,,,MANUAL,AUTO,,,COMPLETED,,AREA_17,,,,,motorbike,8040000,False,STANDARD,,,False,,,,,2026-06-01 18:45:00,2026-06-01 20:59:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
000ef712-1fc8-a897-4629-aa1042966c6b,CARD215248,75A-48088,MATCH,,,,,SVC_01,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_029,Parking Lot 029,,Gate In 2,,Lane IN 2,,Gate Out 1,,Lane OUT 2,IN_OUT,,,2026-06-01 18:27:00,2026-06-01 23:38:00,MONTHLY_PASS,False,,,,,,,,,,,MANUAL,AUTO,,,COMPLETED,,AREA_15,,,,,car,18660000,False,STANDARD,,,False,,,,,2026-06-01 18:27:00,2026-06-01 23:38:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
d85837b8-93c3-f013-ed0b-e2b7c9d8e56b,CARD241235,16A-37765,MATCH,,,,,SVC_03,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_01,Demo Org Unit,LOT_020,Parking Lot 020,,Gate In 2,,Lane IN 4,,Gate Out 3,,Lane OUT 4,IN_OUT,,,2026-06-01 21:12:00,2026-06-02 02:00:00,CARD,False,,,,,,,,,,,AUTO,AUTO,,,COMPLETED,,AREA_10,,,,,eMotorbike,17280000,False,STANDARD,,,False,,,,,2026-06-01 21:12:00,2026-06-02 02:00:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
63e07207-aba3-112c-1763-d3439e7ad04c,CARD387750,72A-33182,MATCH,,,,,SVC_04,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_04,Demo Org Unit,LOT_008,Parking Lot 008,,Gate In 1,,Lane IN 2,,Gate Out 1,,Lane OUT 4,IN_OUT,,,2026-06-01 20:51:00,2026-06-01 23:12:00,E_WALLET,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_04,,,,,motorbike,8460000,False,STANDARD,,,False,,,,,2026-06-01 20:51:00,2026-06-01 23:12:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
f56d589e-23d7-f7ec-cd77-e4b9fcafffef,CARD210241,12A-72772,MATCH,,,,,SVC_05,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_03,Demo Org Unit,LOT_011,Parking Lot 011,,Gate In 2,,Lane IN 1,,Gate Out 2,,Lane OUT 3,IN_OUT,,,2026-06-01 06:27:00,2026-06-01 08:34:00,E_WALLET,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_06,,,,,eMotorbike,7620000,False,STAFF,,,False,,,,,2026-06-01 06:27:00,2026-06-01 08:34:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
66a41eb4-137d-d796-d17f-a860920cbdb7,CARD178267,52A-88577,MATCH,,,,,SVC_01,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_002,Parking Lot 002,,Gate In 1,,Lane IN 5,,Gate Out 1,,Lane OUT 4,IN_OUT,,,2026-06-01 17:08:00,2026-06-02 00:10:00,MONTHLY_PASS,True,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_01,,,,,car,25320000,False,STAFF,,,False,,,,,2026-06-01 17:08:00,2026-06-02 00:10:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
269bfc9a-ecf8-2f63-4ad0-ef92acb36a7b,CARD935560,44A-86572,MATCH,,,,,SVC_02,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_012,Parking Lot 012,,Gate In 1,,Lane IN 2,,Gate Out 2,,Lane OUT 4,IN_OUT,,,2026-06-01 18:54:00,2026-06-01 20:28:00,E_WALLET,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_06,,,,,eCar,5640000,False,VIP,,,False,,,,,2026-06-01 18:54:00,2026-06-01 20:28:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
5a300599-711b-ad12-8657-30819efd8376,CARD126783,64A-34736,MATCH,,,,,SVC_05,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_016,Parking Lot 016,,Gate In 2,,Lane IN 2,,Gate Out 2,,Lane OUT 4,IN_OUT,,,2026-06-01 07:26:00,2026-06-01 14:39:00,E_WALLET,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_08,,,,,car,25980000,False,STAFF,,,False,,,,,2026-06-01 07:26:00,2026-06-01 14:39:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
eb0c4ed1-0d4f-7565-e3a7-b30838c2f4a1,CARD401909,26A-69439,MATCH,,,,,SVC_03,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_009,Parking Lot 009,,Gate In 2,,Lane IN 2,,Gate Out 3,,Lane OUT 1,IN_OUT,,,2026-06-01 07:15:00,2026-06-01 08:20:00,MONTHLY_PASS,False,,,,,,,,,,,AUTO,MANUAL,,,COMPLETED,,AREA_05,,,,,motorbike,3900000,False,STANDARD,,,False,,,,,2026-06-01 07:15:00,2026-06-01 08:20:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
81796983-e126-aa91-8c93-a7cde739faf7,CARD850003,27A-34910,MATCH,,,,,SVC_01,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_03,Demo Org Unit,LOT_007,Parking Lot 007,,Gate In 2,,Lane IN 4,,Gate Out 2,,Lane OUT 2,IN_OUT,,,2026-06-01 18:09:00,2026-06-01 21:28:00,E_WALLET,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_04,,,,,truck,11940000,False,STANDARD,,,False,,,,,2026-06-01 18:09:00,2026-06-01 21:28:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
a58f789d-9ca1-e135-ebc7-755588675087,CARD717757,50A-23361,MATCH,,,,,SVC_01,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_04,Demo Org Unit,LOT_027,Parking Lot 027,,Gate In 2,,Lane IN 5,,Gate Out 2,,Lane OUT 6,IN_OUT,,,2026-06-01 21:47:00,2026-06-01 22:19:00,CARD,False,,,,,,,,,,,MANUAL,AUTO,,,COMPLETED,,AREA_14,,,,,motorbike,1920000,False,VIP,,,False,,,,,2026-06-01 21:47:00,2026-06-01 22:19:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
29957e74-8f79-4942-71df-db7d074d6bb8,CARD429343,52A-85267,MATCH,,,,,SVC_02,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_03,Demo Org Unit,LOT_028,Parking Lot 028,,Gate In 2,,Lane IN 6,,Gate Out 3,,Lane OUT 3,IN_OUT,,,2026-06-01 17:37:00,2026-06-01 19:26:00,CASH,False,,,,,,,,,,,AUTO,MANUAL,,,COMPLETED,,AREA_14,,,,,car,6540000,False,STAFF,,,False,,,,,2026-06-01 17:37:00,2026-06-01 19:26:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
d129a4a0-9049-36f3-e733-fba6d83ffce7,CARD904802,38A-66442,MATCH,,,,,SVC_04,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_01,Demo Org Unit,LOT_024,Parking Lot 024,,Gate In 3,,Lane IN 5,,Gate Out 3,,Lane OUT 1,IN_OUT,,,2026-06-01 16:39:00,2026-06-01 21:22:00,MONTHLY_PASS,False,,,,,,,,,,,AUTO,AUTO,,,COMPLETED,,AREA_12,,,,,motorbike,16980000,False,STANDARD,,,False,,,,,2026-06-01 16:39:00,2026-06-01 21:22:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
42ef1c22-9307-313f-5e86-886e7ff59a2f,CARD695273,19A-86352,MATCH,,,,,SVC_05,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_03,Demo Org Unit,LOT_016,Parking Lot 016,,Gate In 3,,Lane IN 1,,Gate Out 2,,Lane OUT 1,IN_OUT,,,2026-06-01 08:40:00,2026-06-01 16:33:00,CASH,False,,,,,,,,,,,AUTO,AUTO,,,COMPLETED,,AREA_08,,,,,car,28380000,False,STANDARD,,,False,,,,,2026-06-01 08:40:00,2026-06-01 16:33:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
988af450-8f3c-2b87-ceda-57d075f42c6f,CARD679207,20A-91281,MATCH,,,,,SVC_01,Monthly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_03,Demo Org Unit,LOT_040,Parking Lot 040,,Gate In 1,,Lane IN 6,,Gate Out 3,,Lane OUT 2,IN_OUT,,,2026-06-01 06:28:00,2026-06-01 07:33:00,MONTHLY_PASS,False,,,,,,,,,,,MANUAL,AUTO,,,COMPLETED,,AREA_20,,,,,car,3900000,False,VIP,,,False,,,,,2026-06-01 06:28:00,2026-06-01 07:33:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
aa64449d-a172-3610-436f-44945eb979f0,CARD245529,34A-87932,MATCH,,,,,SVC_03,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_01,Demo Org Unit,LOT_033,Parking Lot 033,,Gate In 2,,Lane IN 3,,Gate Out 1,,Lane OUT 4,IN_OUT,,,2026-06-01 10:58:00,2026-06-01 14:29:00,MONTHLY_PASS,False,,,,,,,,,,,MANUAL,AUTO,,,COMPLETED,,AREA_17,,,,,car,12660000,False,VIP,,,False,,,,,2026-06-01 10:58:00,2026-06-01 14:29:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
f10c4467-980a-d830-405a-e9cb4663fd08,CARD323062,13A-45725,MATCH,,,,,SVC_04,Hourly Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_02,Demo Org Unit,LOT_006,Parking Lot 006,,Gate In 2,,Lane IN 1,,Gate Out 2,,Lane OUT 2,IN_OUT,,,2026-06-01 17:36:00,2026-06-01 18:58:00,MONTHLY_PASS,False,,,,,,,,,,,AUTO,AUTO,,,COMPLETED,,AREA_03,,,,,eMotorbike,4920000,False,STAFF,,,False,,,,,2026-06-01 17:36:00,2026-06-01 18:58:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
5144f83e-4b64-39bf-4ed1-dbd90b0ae203,CARD524953,25A-23418,MATCH,,,,,SVC_01,Visitor Parking,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,OU_03,Demo Org Unit,LOT_024,Parking Lot 024,,Gate In 2,,Lane IN 6,,Gate Out 1,,Lane OUT 6,IN_OUT,,,2026-06-01 08:47:00,2026-06-01 12:22:00,CASH,False,,,,,,,,,,,MANUAL,MANUAL,,,COMPLETED,,AREA_12,,,,,motorbike,12900000,False,VIP,,,False,,,,,2026-06-01 08:47:00,2026-06-01 12:22:00,,,,,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,,2026-06-19 15:01:32
