event_id,check_in_at,check_out_at,event_date,check_in_timestamp,check_out_timestamp,parking_lot_id,vehicle_type,direction_type,history_state,payment_type,lpn,lpn_cmp,service_id,service_name,service_category,owner_customer_id,card_number,use_voucher,wallet_balance_before,wallet_balance_after,total_topup,bank_transfer,parking_fee,lost_card_fee,promotion_amount,promotion_vinfast_amount,amount_due,used_change,park_duration_ms,org_unit_code,org_unit_name,checkin_customer_id,checkout_customer_id,entry_point_in_name,lane_in_name,entry_point_out_name,lane_out_name,open_mode_in,open_mode_out,check_in_date_key,check_in_time_key,check_out_date_key,check_out_time_key,created_at,last_modified_at,_dbt_loaded_at
53d2314d-33ab-e09c-cf1d-3e998e8387a8,2026-06-01 13:47:00,2026-06-01 20:59:00,2026-06-01,1780296420000,1780322340000,LOT_008,truck,IN_OUT,COMPLETED,MONTHLY_PASS,21A-25300,MATCH,SVC_02,Monthly Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD506602,False,330998,475379,0,0,10000,0,10000,0,5000,0,25920000,OU_04,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 3,Lane IN 5,Gate Out 1,Lane OUT 2,MANUAL,MANUAL,20260601,1345,20260601,2045,2026-06-01 13:47:00,2026-06-01 20:59:00,2026-06-19 15:01:32
9722cd08-8c23-8292-d517-88d7ad94c00f,2026-06-01 08:46:00,2026-06-01 11:59:00,2026-06-01,1780278360000,1780289940000,LOT_032,motorbike,IN_OUT,COMPLETED,MONTHLY_PASS,40A-73083,MATCH,SVC_03,Visitor Parking,STAFF,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD523599,False,448360,301438,0,0,0,200000,10000,0,0,0,11580000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 5,Gate Out 3,Lane OUT 5,AUTO,AUTO,20260601,0845,20260601,1145,2026-06-01 08:46:00,2026-06-01 11:59:00,2026-06-19 15:01:32
99a8eec2-a8b7-70af-1345-4a4945e6cf41,2026-06-01 13:57:00,2026-06-01 16:43:00,2026-06-01,1780297020000,1780306980000,LOT_038,eMotorbike,IN_OUT,COMPLETED,CARD,66A-87429,MATCH,SVC_05,Visitor Parking,STAFF,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD924747,True,430932,478264,0,50000,50000,0,10000,0,50000,0,9960000,OU_04,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 1,Lane IN 6,Gate Out 2,Lane OUT 6,AUTO,AUTO,20260601,1345,20260601,1630,2026-06-01 13:57:00,2026-06-01 16:43:00,2026-06-19 15:01:32
a77f08ed-aa1c-65a9-1788-6c881f602c0a,2026-06-01 16:44:00,2026-06-01 18:12:00,2026-06-01,1780307040000,1780312320000,LOT_007,truck,IN_OUT,COMPLETED,E_WALLET,96A-32254,MATCH,SVC_04,Monthly Parking,VIP,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD128742,True,250910,261497,100000,0,0,0,10000,0,0,0,5280000,OU_03,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 4,Gate Out 2,Lane OUT 4,AUTO,AUTO,20260601,1630,20260601,1800,2026-06-01 16:44:00,2026-06-01 18:12:00,2026-06-19 15:01:32
85bf03f2-31e6-fcae-b7bf-90abf99b48c0,2026-06-01 18:45:00,2026-06-01 20:59:00,2026-06-01,1780314300000,1780322340000,LOT_034,motorbike,IN_OUT,COMPLETED,CARD,44A-17462,MATCH,SVC_02,Monthly Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD581650,False,382223,157593,100000,30000,30000,0,10000,0,30000,0,8040000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 1,Gate Out 2,Lane OUT 2,MANUAL,AUTO,20260601,1845,20260601,2045,2026-06-01 18:45:00,2026-06-01 20:59:00,2026-06-19 15:01:32
000ef712-1fc8-a897-4629-aa1042966c6b,2026-06-01 18:27:00,2026-06-01 23:38:00,2026-06-01,1780313220000,1780331880000,LOT_029,car,IN_OUT,COMPLETED,MONTHLY_PASS,75A-48088,MATCH,SVC_01,Monthly Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD215248,False,88421,16312,50000,0,20000,0,0,0,15000,0,18660000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 2,Gate Out 1,Lane OUT 2,MANUAL,AUTO,20260601,1815,20260601,2330,2026-06-01 18:27:00,2026-06-01 23:38:00,2026-06-19 15:01:32
d85837b8-93c3-f013-ed0b-e2b7c9d8e56b,2026-06-01 21:12:00,2026-06-02 02:00:00,2026-06-01,1780323120000,1780340400000,LOT_020,eMotorbike,IN_OUT,COMPLETED,CARD,16A-37765,MATCH,SVC_03,Visitor Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD241235,False,481176,231119,50000,5000,5000,0,10000,0,5000,0,17280000,OU_01,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 4,Gate Out 3,Lane OUT 4,AUTO,AUTO,20260601,2100,20260602,0200,2026-06-01 21:12:00,2026-06-02 02:00:00,2026-06-19 15:01:32
63e07207-aba3-112c-1763-d3439e7ad04c,2026-06-01 20:51:00,2026-06-01 23:12:00,2026-06-01,1780321860000,1780330320000,LOT_008,motorbike,IN_OUT,COMPLETED,E_WALLET,72A-33182,MATCH,SVC_04,Monthly Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD387750,False,6413,305152,0,0,0,0,0,0,0,0,8460000,OU_04,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 1,Lane IN 2,Gate Out 1,Lane OUT 4,MANUAL,MANUAL,20260601,2045,20260601,2300,2026-06-01 20:51:00,2026-06-01 23:12:00,2026-06-19 15:01:32
f56d589e-23d7-f7ec-cd77-e4b9fcafffef,2026-06-01 06:27:00,2026-06-01 08:34:00,2026-06-01,1780270020000,1780277640000,LOT_011,eMotorbike,IN_OUT,COMPLETED,E_WALLET,12A-72772,MATCH,SVC_05,Visitor Parking,STAFF,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD210241,False,210119,102775,0,0,0,0,5000,0,0,0,7620000,OU_03,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 1,Gate Out 2,Lane OUT 3,MANUAL,MANUAL,20260601,0615,20260601,0830,2026-06-01 06:27:00,2026-06-01 08:34:00,2026-06-19 15:01:32
66a41eb4-137d-d796-d17f-a860920cbdb7,2026-06-01 17:08:00,2026-06-02 00:10:00,2026-06-01,1780308480000,1780333800000,LOT_002,car,IN_OUT,COMPLETED,MONTHLY_PASS,52A-88577,MATCH,SVC_01,Hourly Parking,STAFF,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD178267,True,424488,20222,50000,0,20000,0,10000,0,15000,0,25320000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 1,Lane IN 5,Gate Out 1,Lane OUT 4,MANUAL,MANUAL,20260601,1700,20260602,0000,2026-06-01 17:08:00,2026-06-02 00:10:00,2026-06-19 15:01:32
269bfc9a-ecf8-2f63-4ad0-ef92acb36a7b,2026-06-01 18:54:00,2026-06-01 20:28:00,2026-06-01,1780314840000,1780320480000,LOT_012,eCar,IN_OUT,COMPLETED,E_WALLET,44A-86572,MATCH,SVC_02,Hourly Parking,VIP,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD935560,False,439314,255809,100000,0,5000,0,5000,0,0,0,5640000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 1,Lane IN 2,Gate Out 2,Lane OUT 4,MANUAL,MANUAL,20260601,1845,20260601,2015,2026-06-01 18:54:00,2026-06-01 20:28:00,2026-06-19 15:01:32
5a300599-711b-ad12-8657-30819efd8376,2026-06-01 07:26:00,2026-06-01 14:39:00,2026-06-01,1780273560000,1780299540000,LOT_016,car,IN_OUT,COMPLETED,E_WALLET,64A-34736,MATCH,SVC_05,Visitor Parking,STAFF,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD126783,False,218964,309726,0,0,5000,0,5000,0,0,0,25980000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 2,Gate Out 2,Lane OUT 4,MANUAL,MANUAL,20260601,0715,20260601,1430,2026-06-01 07:26:00,2026-06-01 14:39:00,2026-06-19 15:01:32
eb0c4ed1-0d4f-7565-e3a7-b30838c2f4a1,2026-06-01 07:15:00,2026-06-01 08:20:00,2026-06-01,1780272900000,1780276800000,LOT_009,motorbike,IN_OUT,COMPLETED,MONTHLY_PASS,26A-69439,MATCH,SVC_03,Visitor Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD401909,False,367726,152607,0,0,15000,0,5000,0,15000,0,3900000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 2,Gate Out 3,Lane OUT 1,AUTO,MANUAL,20260601,0715,20260601,0815,2026-06-01 07:15:00,2026-06-01 08:20:00,2026-06-19 15:01:32
81796983-e126-aa91-8c93-a7cde739faf7,2026-06-01 18:09:00,2026-06-01 21:28:00,2026-06-01,1780312140000,1780324080000,LOT_007,truck,IN_OUT,COMPLETED,E_WALLET,27A-34910,MATCH,SVC_01,Hourly Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD850003,False,214129,425842,0,0,50000,0,0,0,45000,0,11940000,OU_03,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 4,Gate Out 2,Lane OUT 2,MANUAL,MANUAL,20260601,1800,20260601,2115,2026-06-01 18:09:00,2026-06-01 21:28:00,2026-06-19 15:01:32
a58f789d-9ca1-e135-ebc7-755588675087,2026-06-01 21:47:00,2026-06-01 22:19:00,2026-06-01,1780325220000,1780327140000,LOT_027,motorbike,IN_OUT,COMPLETED,CARD,50A-23361,MATCH,SVC_01,Hourly Parking,VIP,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD717757,False,288581,54841,0,0,10000,0,0,0,5000,0,1920000,OU_04,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 5,Gate Out 2,Lane OUT 6,MANUAL,AUTO,20260601,2145,20260601,2215,2026-06-01 21:47:00,2026-06-01 22:19:00,2026-06-19 15:01:32
29957e74-8f79-4942-71df-db7d074d6bb8,2026-06-01 17:37:00,2026-06-01 19:26:00,2026-06-01,1780310220000,1780316760000,LOT_028,car,IN_OUT,COMPLETED,CASH,52A-85267,MATCH,SVC_02,Visitor Parking,STAFF,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD429343,False,421592,344874,100000,0,15000,0,5000,0,10000,0,6540000,OU_03,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 6,Gate Out 3,Lane OUT 3,AUTO,MANUAL,20260601,1730,20260601,1915,2026-06-01 17:37:00,2026-06-01 19:26:00,2026-06-19 15:01:32
d129a4a0-9049-36f3-e733-fba6d83ffce7,2026-06-01 16:39:00,2026-06-01 21:22:00,2026-06-01,1780306740000,1780323720000,LOT_024,motorbike,IN_OUT,COMPLETED,MONTHLY_PASS,38A-66442,MATCH,SVC_04,Monthly Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD904802,False,282252,424186,0,0,20000,0,5000,0,20000,0,16980000,OU_01,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 3,Lane IN 5,Gate Out 3,Lane OUT 1,AUTO,AUTO,20260601,1630,20260601,2115,2026-06-01 16:39:00,2026-06-01 21:22:00,2026-06-19 15:01:32
42ef1c22-9307-313f-5e86-886e7ff59a2f,2026-06-01 08:40:00,2026-06-01 16:33:00,2026-06-01,1780278000000,1780306380000,LOT_016,car,IN_OUT,COMPLETED,CASH,19A-86352,MATCH,SVC_05,Hourly Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD695273,False,211414,93348,100000,0,50000,0,10000,0,50000,0,28380000,OU_03,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 3,Lane IN 1,Gate Out 2,Lane OUT 1,AUTO,AUTO,20260601,0830,20260601,1630,2026-06-01 08:40:00,2026-06-01 16:33:00,2026-06-19 15:01:32
988af450-8f3c-2b87-ceda-57d075f42c6f,2026-06-01 06:28:00,2026-06-01 07:33:00,2026-06-01,1780270080000,1780273980000,LOT_040,car,IN_OUT,COMPLETED,MONTHLY_PASS,20A-91281,MATCH,SVC_01,Monthly Parking,VIP,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD679207,False,110488,72038,50000,10000,10000,0,0,0,10000,0,3900000,OU_03,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 1,Lane IN 6,Gate Out 3,Lane OUT 2,MANUAL,AUTO,20260601,0615,20260601,0730,2026-06-01 06:28:00,2026-06-01 07:33:00,2026-06-19 15:01:32
aa64449d-a172-3610-436f-44945eb979f0,2026-06-01 10:58:00,2026-06-01 14:29:00,2026-06-01,1780286280000,1780298940000,LOT_033,car,IN_OUT,COMPLETED,MONTHLY_PASS,34A-87932,MATCH,SVC_03,Hourly Parking,VIP,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD245529,False,91000,394337,0,10000,10000,0,5000,0,10000,0,12660000,OU_01,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 3,Gate Out 1,Lane OUT 4,MANUAL,AUTO,20260601,1045,20260601,1415,2026-06-01 10:58:00,2026-06-01 14:29:00,2026-06-19 15:01:32
f10c4467-980a-d830-405a-e9cb4663fd08,2026-06-01 17:36:00,2026-06-01 18:58:00,2026-06-01,1780310160000,1780315080000,LOT_006,eMotorbike,IN_OUT,COMPLETED,MONTHLY_PASS,13A-45725,MATCH,SVC_04,Hourly Parking,STAFF,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD323062,False,99123,403392,0,50000,50000,0,0,0,50000,0,4920000,OU_02,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 1,Gate Out 2,Lane OUT 2,AUTO,AUTO,20260601,1730,20260601,1845,2026-06-01 17:36:00,2026-06-01 18:58:00,2026-06-19 15:01:32
5144f83e-4b64-39bf-4ed1-dbd90b0ae203,2026-06-01 08:47:00,2026-06-01 12:22:00,2026-06-01,1780278420000,1780291320000,LOT_024,motorbike,IN_OUT,COMPLETED,CASH,25A-23418,MATCH,SVC_01,Visitor Parking,VIP,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD524953,False,163618,471356,100000,50000,50000,0,10000,0,45000,0,12900000,OU_03,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 2,Lane IN 6,Gate Out 1,Lane OUT 6,MANUAL,MANUAL,20260601,0845,20260601,1215,2026-06-01 08:47:00,2026-06-01 12:22:00,2026-06-19 15:01:32
08d9c2bc-9927-b4ac-e291-e7dd41cd698a,2026-06-01 09:43:00,2026-06-01 10:10:00,2026-06-01,1780281780000,1780283400000,LOT_009,bicycle,IN_OUT,COMPLETED,MONTHLY_PASS,63A-46845,MATCH,SVC_03,Visitor Parking,STANDARD,5c16d7f9-2da8-23e6-3010-4df7a3d2f7e4,CARD841904,False,79996,474035,0,0,30000,0,5000,0,30000,0,1620000,OU_04,Demo Org Unit,87d3c775-bac7-6f8f-3cc4-c6bebc5b4d61,d6d90092-9785-bee7-07a3-534cee14b66a,Gate In 1,Lane IN 5,Gate Out 1,Lane OUT 6,AUTO,MANUAL,20260601,0930,20260601,1000,2026-06-01 09:43:00,2026-06-01 10:10:00,2026-06-19 15:01:32
